moisture,rainfall,humidity,meanTemp,maxTemp,minTemp,alkaline,sandy,chalky,clay,label
12.94414962,0.00031834,21,92,106,77,0,1,0,0,0
12.90539253,0.04244061,25,94,107,82,0,0,0,1,2
12.95741229,0.08429176,23,92,105,80,1,0,0,0,0
12.94610883,0.09868759,26,93,108,78,0,0,0,1,2
12.79032425,0.10868584,25,94,107,81,1,0,0,0,0
12.90514922,0.04843143,29,94,109,80,0,1,0,0,2
13.00946671,0.10130284,34,89,105,73,0,0,0,1,2
12.86167911,0.07958069,24,92,106,77,0,0,1,0,0
12.79653131,0.04452248,31,92,108,77,1,0,0,0,0
12.8258414,0.0398338,29,93,111,75,1,0,0,0,0
12.83212842,0.11749658,21,99,112,86,1,0,0,0,0
13.00088501,0.0731871,20,97,111,83,1,0,0,0,0
12.93336816,0.05346743,25,97,112,82,0,1,0,0,2
12.86007518,0.10169919,26,98,109,86,0,0,0,1,2
12.96050968,0.10844059,28,97,110,,0,0,0,1,2
12.95413342,0.22494806,24,96,110,83,0,1,0,0,2
12.8277382,0.24521524,21,98,111,86,1,0,0,0,0
12.80944267,0.14459727,24,99,112,86,0,1,0,0,2
12.84263333,0.10221223,29,98,109,86,1,0,0,0,0
,0.03040954,31,94,107,81,0,0,0,1,2
12.86746712,0.03126054,34,92,106,79,0,0,0,1,2
12.97290281,0.01702887,38,90,102,77,0,1,0,0,2
13.0547893,0,41,90,104,77,1,0,0,0,0
12.78745298,0,38,94,106,82,1,0,0,0,0
13.01006847,0,40,90,102,77,0,0,0,1,0
12.88029129,0,54,87,101,73,1,0,0,0,4
12.78935996,0,59,82,94,70,0,0,0,1,1
12.8506516999999,0,58,84,97,72,0,0,0,1,1
12.7221179,0,51,91,103,79,0,1,0,0,2
12.88563814,0,44,94,105,82,0,1,0,0,0
13.00740961,0,41,94,108,81,0,0,0,1,1
12.91663986,0,37,96,109,83,0,1,0,0,0
13.05031585,0,30,100,112,88,1,0,0,0,0
12.87204534,0,27,102,112,93,0,1,0,0,0
12.923688,0,31,98,110,86,0,1,0,0,0
13.00065156,0,33,99,109,89,0,1,0,0,0
12.81844193,0,45,92,99,84,1,0,0,0,0
12.96540556,0,74,80,84,75,0,0,0,1,1
12.73791256,0,87,79,88,70,0,1,0,0,4
12.91452929,0,60,86,99,74,0,0,0,1,1
12.87155961,0,65,86,98,75,0,0,0,1,1
13.09002123,0,51,88,100,77,0,0,0,1,1
12.99816792,0,44,88,100,77,1,0,0,0,4
12.70548252,0,33,90,102,78,0,0,0,1,3
12.93887446,0,32,90,104,77,1,0,0,0,0
13.16409686,0.002078,36,92,104,81,0,1,0,0,0
12.98929923,0,36,92,105,80,1,0,0,0,0
13.02941393,0,35,94,104,83,1,0,0,0,0
12.79692057,0,43,91,98,84,0,1,0,0,3
12.86556881,0,44,86,98,75,1,0,0,0,4
12.88469462,0,50,90,102,78,1,0,0,0,0
12.98276271,0,41,88,102,73,0,1,0,0,4
12.90679269,0,38,89,101,77,0,0,1,0,4
12.99939612,0,34,91,104,78,0,0,0,1,0
12.98878273,0,49,88,100,77,0,1,0,0,4
13.01226655,0,46,86,99,72,0,1,0,0,4
12.93767566,0,38,90,103,78,0,1,0,0,0
12.83382894,0,37,94,104,84,1,0,0,0,0
12.79056476,0,41,94,104,84,0,0,0,1,1
12.7400213,0,48,94,104,84,0,0,1,0,3
12.81075945,0,69,90,101,78,1,0,0,0,0
12.64086329,0.00453491,81,86,95,77,0,0,0,1,1
12.80829122,0,79,86,94,77,0,0,1,0,4
13.02754593,0,63,86,99,72,1,0,0,0,4
12.80004788,0,62,88,100,77,1,0,0,0,4
13.0653987,0,58,87,99,75,0,1,0,0,4
13.0852871,0,58,92,102,82,0,0,0,1,1
12.79538927,0,62,92,104,81,0,0,0,1,1
13.11586573,0,55,92,101,83,0,0,0,1,1
12.93162079,0,48,92,102,82,1,0,0,0,0
12.89672029,0.00051902,54,89,96,82,1,0,0,0,0
12.82157408,0,65,88,96,80,1,0,0,0,4
12.91299297,0,62,90,102,79,0,0,0,1,1
12.97740248,0.00042435,58,90,100,81,0,1,0,0,0
12.95647224,0,60,86,92,79,0,1,0,0,4
12.88484819,0,69,84,88,77,0,0,0,1,1
13.13585997,0,94,80,83,76,1,0,0,0,0
12.87288847,0.00167937,84,82,91,74,0,0,0,1,1
13.00256736,0.01379756,69,87,95,79,0,0,1,0,0
12.74663144,0.0248872999999999,68,85,93,77,1,0,0,0,4
13.03552932,0.05176107,66,87,96,78,1,0,0,0,0
13.04672953,0.06423583,67,87,95,79,0,1,0,0,0
12.90565268,0.01606504,65,88,98,79,0,0,0,1,1
12.72695853,0.04644033,60,89,99,79,0,1,0,0,4
13.07619637,0.01636776,67,88,97,79,0,1,0,0,0
12.74852613,0.01149962,84,81,89,73,0,0,0,1,1
13.01622848,0,85,80,90,71,0,1,0,0,4
12.97361977,0,74,84,91,77,1,0,0,0,4
12.91087535,0.0069962,75,84,89,78,0,1,0,0,0
12.93871709,0,78,85,93,77,0,0,0,1,1
12.88236347,0.01655588,85,84,91,77,0,1,0,0,0
12.75657908,0,80,80,87,74,0,0,0,1,1
12.98478958,0,86,80,85,75,0,0,1,0,4
12.95141198,0,94,77,82,72,0,1,0,0,0
12.88575177,0.03355131,87,82,89,74,0,0,1,0,0
12.85359235,0.07686413,81,82,90,73,0,0,0,1,1
12.8486817,0,81,82,89,76,0,0,0,1,1
12.78930318,0,96,76,81,72,0,0,0,1,1
12.98497062,0.02527181,86,78,86,71,0,0,0,1,1
12.93215854,0.05914395,77,82,91,74,0,0,0,1,1
12.93207416,0.06100218,76,84,92,76,0,0,0,1,1
12.87200758,0.15418838,75,84,90,77,0,1,0,0,0
12.85863779,0.19128936,77,80,86,75,1,0,0,0,0
12.77343356,0.12194853,82,84,92,75,1,0,0,0,4
12.9290272,0.15729132,80,82,89,74,0,0,1,0,0
12.78699907,0.12740497,82,83,91,75,0,0,0,1,1
12.97069715,0.17355234,75,83,90,76,0,1,0,0,0
13.04898312,0.11693843,78,84,92,76,1,0,0,0,0
12.97361248,0.14030465,76,84,94,75,1,0,0,0,0
12.84319151,0.07716642,74,86,97,76,1,0,0,0,0
13.06005393,0.06842165,83,86,96,75,0,0,0,1,1
13.00967596,0.0296232,77,82,90,73,0,1,0,0,0
12.91109283,0.0044597,80,86,93,79,0,0,0,1,1
12.9576936,0,74,86,95,77,1,0,0,0,4
12.58600273,0.0136786,74,86,94,78,1,0,0,0,4
12.9054676999999,0,90,78,82,75,0,1,0,0,0
12.87874913,0,93,80,86,73,0,0,0,1,1
12.73549331,0,88,82,89,74,1,0,0,0,4
13.01255982,0,87,80,87,72,0,1,0,0,4
12.93949069,0,80,82,90,74,0,0,0,1,1
13.0043094,0.00560876,82,80,88,72,0,1,0,0,0
12.96846168,0,82,79,86,72,0,0,0,1,1
12.98491418,0,78,80,86,73,1,0,0,0,4
13.04828081,0,76,78,86,71,0,1,0,0,4
12.94143439,0,71,80,89,72,0,0,0,1,1
12.98494325,0.00870311,71,82,93,71,1,0,0,0,0
12.86000708,0.01652103,64,84,95,73,1,0,0,0,0
12.98653963,0,78,82,90,74,0,0,0,1,1
12.98232857,0.18500612,97,74,78,70,0,1,0,0,0
13.04197444,0.11392027,87,79,87,71,1,0,0,0,0
13.01802861,0.10210586,75,82,91,72,0,1,0,0,0
12.86191837,0.10508922,64,84,93,74,1,0,0,0,0
12.94799318,0.11970223,70,83,93,73,0,0,1,0,0
12.86231019,0.11503799,79,82,89,76,0,0,0,1,1
12.92385079,0.07778713,76,80,89,72,0,1,0,0,0
12.99741761,0.00785263,71,81,92,70,0,1,0,0,0
12.85369315,0.08846062,66,83,95,71,0,1,0,0,0
12.81960878,0.07972244,63,84,95,72,1,0,0,0,0
12.93618473,0.06600415,58,86,94,77,0,1,0,0,2
13.06474686,0,58,86,96,75,1,,0,0,4
12.9869839,0,53,86,98,74,0,0,0,1,1
13.04316672,0.00794799,53,88,99,77,0,0,0,1,1
12.95665191,0,55,86,98,75,0,0,0,1,1
13.04264573,0,49,86,99,73,0,1,0,0,4
12.91333344,0,50,88,100,77,1,0,0,0,4
12.95249657,0,49,89,101,77,0,0,0,1,1
12.76929324,0,52,89,103,75,1,0,0,0,4
12.99067689,0,54,88,102,75,1,0,0,0,4
12.88486904,0,67,85,99,71,0,1,0,0,4
13.05039919,0,63,82,95,68,1,0,0,0,4
12.94806709,0,58,83,95,71,0,0,1,0,4
13.10136732,0,,86,96,75,0,0,0,1,1
12.76126925,0,49,84,97,71,0,0,0,1,1
12.96953987,0,49,86,97,75,0,0,0,1,1
12.77977309,0.00337705,52,86,96,75,1,0,0,0,4
12.9421878,0.00427612,51,86,98,73,1,0,0,0,0
12.78758522,0,46,85,98,72,0,1,0,0,4
12.80689511,0,41,83,97,69,0,1,0,0,4
13.05912828,0,42,87,99,75,1,0,0,0,4
12.90628457,0,45,86,99,73,1,0,0,0,4
12.89410874,0,35,89,100,78,0,1,0,0,4
12.87067541,0,39,86,103,69,0,0,0,1,4
12.9342266,0,30,86,102,70,0,1,0,0,4
12.79259464,0.01666181,40,84,100,68,1,0,0,0,4
13.05810719,0,47,82,97,66,1,0,0,0,4
12.90702561,0,52,84,97,71,0,1,0,0,4
12.80740397,0,38,84,96,73,1,0,0,0,4
12.95520214,0.01066253,32,84,97,71,0,0,0,1,2
12.91905735,0,32,84,97,70,0,0,0,1,4
12.94980553,0,38,83,96,70,1,0,0,0,4
12.9743365,0.06218109,39,80,95,65,0,1,0,0,2
12.85317259,0.18599078,40,82,96,68,1,0,0,0,0
12.82410966,0.06804461,45,83,97,69,0,1,0,0,2
12.91560164,0,41,83,97,69,1,0,0,0,4
12.92826327,0,45,84,97,71,0,1,0,0,4
12.91032167,0,43,82,97,68,1,0,0,0,4
12.9679959,0,45,84,94,74,1,0,0,0,4
12.8339226,0,62,74,86,61,0,0,1,0,4
12.85265345,0,59,78,91,66,0,1,0,0,4
12.97043883,0.0058166,56,77,90,64,0,0,1,0,0
12.90101583,0.03724143,58,77,90,64,0,0,0,1,1
12.99428796,0.01160154,52,77,88,66,0,0,0,1,1
13.02061619,0,48,79,91,67,0,1,0,0,4
12.76906538,0,48,72,90,55,0,1,0,0,4
13.04516891,0,47,79,90,68,1,0,0,0,4
12.88280421,0,48,78,90,67,1,0,0,0,4
12.9486847,0,49,77,91,63,0,1,0,0,4
12.85330278,0,41,76,92,61,0,0,0,1,1
12.73359961,0,48,76,91,61,1,0,0,0,4
12.91283691,0,45,78,90,66,0,0,0,1,1
13.01634214,0,44,78,88,67,0,0,0,1,1
12.96806112,0.02412155,50,74,88,60,0,0,0,1,1
12.95473044,0,50,76,89,62,1,0,0,0,4
12.75366098,0,50,74,90,59,1,0,0,0,4
12.88411842,0.00448021,53,74,91,57,1,0,0,0,0
12.80237091,0.01356465,50,75,91,59,0,0,0,1,1
12.89192357,0,49,77,92,62,1,0,0,0,4
12.96794344,0,49,78,90,66,0,0,0,1,1
12.99799481,0,51,76,87,65,0,1,0,0,4
12.73898594,0.04104616,54,72,88,57,0,1,0,0,4
12.98392972,0.04049161,51,74,89,59,0,0,0,1,1
12.88815153,0.0032656,59,74,89,59,0,1,0,0,0
12.88809549,0,55,74,90,57,0,1,0,0,4
12.95198474,0.04251059,56,76,88,63,0,0,0,1,1
12.8791784,0.03996159,60,73,86,60,0,1,0,0,0
12.91959368,0.04245101,60,76,86,65,1,0,0,0,0
12.79227341,0.10370267,63,72,87,57,1,0,0,0,4
12.98751381,0.06933643,60,72,86,58,0,0,0,1,1
12.81107662,0.08656548,64,70,83,56,0,0,0,1,1
12.9406526,0.06262126,64,70,85,55,0,1,0,0,0
12.97151518,0.02828791,56,71,87,55,1,0,0,0,0
12.92884127,0.02390404,66,70,82,58,0,1,0,0,0
12.99806516,0.04486259,63,66,76,56,0,1,0,0,0
12.81221592,0.02547609,59,62,77,46,1,0,0,0,0
13.11839296,0,54,60,75,44,0,1,0,0,4
12.9121485,0,49,59,77,41,0,1,0,0,4
12.81765769,0,45,64,77,52,0,1,0,0,4
12.90981246,0,46,62,77,48,1,0,0,0,4
12.76267584,0,51,62,80,45,0,1,0,0,4
12.82898349,0.01060417,50,63,80,46,1,0,0,0,0
12.97828489,0,41,62,80,45,0,1,0,0,4
12.81510088,0,38,63,78,48,1,0,0,0,4
12.97938429,0,41,72,82,62,0,1,0,0,4
12.8704267,0.02286025,45,74,85,63,1,0,0,0,0
12.93595496,0.03495605,66,70,82,58,0,1,0,0,0
12.8817985,0,62,66,75,56,0,1,0,0,4
12.93298306,0,61,62,72,51,0,0,0,1,1
12.98403863,0,57,59,73,45,0,0,0,1,1
12.82100038,0.0146704,53,64,76,52,0,1,0,0,2
12.92993097,0,46,58,73,43,1,0,0,0,4
12.98710581,0,47,57,72,42,0,0,0,1,1
12.70743872,0.01716715,59,57,73,41,0,0,0,1,1
12.92876283,0.02985832,53,60,77,44,1,0,0,0,0
13.06483538,0,52,61,78,44,1,0,0,0,4
12.94322254,0,49,63,80,46,1,0,0,0,4
12.84143903,0.012905,42,64,81,48,0,0,0,1,1
12.79264223,0,38,61,75,47,0,0,0,1,4
13.02354837,0.01667025,50,60,77,43,0,0,0,1,1
12.85572199,0.02354139,49,64,74,53,0,0,1,0,0
12.91849938,0,58,66,77,55,0,0,0,1,1
12.85725843,0.0045416,58,63,78,48,0,0,0,1,1
12.54799277,0.02887106,64,60,75,46,0,1,0,0,4
12.87580777,0.00565959,62,60,75,44,0,0,0,1,1
12.79245246,0.03285476,57,60,76,44,0,0,0,1,1
12.93653031,0,66,61,73,49,0,0,0,1,1
12.85968121,0.02725622,68,60,72,47,0,1,0,0,0
13.00086905,0.04870757,67,57,71,43,0,0,0,1,1
12.91808781,0.01411212,62,56,75,37,0,0,0,1,1
13.02834358,0.04114263,63,59,76,42,1,0,0,0,0
12.81876412,0.05869647,54,57,72,42,1,0,0,0,0
12.97557755,0.05800183,58,58,75,42,0,1,0,0,2
12.86331398,0.08082161,49,60,73,46,0,0,0,1,1
13.0237865,0.09589412,52,55,70,40,1,0,0,0,0
13.00876643,0.15157768,50,54,71,37,0,1,0,0,0
12.85128918,0.13035319,51,56,68,43,0,0,0,1,1
12.86506402,0.13779289,40,57,67,47,1,0,0,0,0
12.83291782,0.03730678,40,66,89,43,0,1,0,0,2
12.78341477,0,57,52,69,36,0,0,0,1,4
12.82934808,0,57,61,75,47,0,0,1,0,4
12.92275574,0,69,58,72,43,0,0,0,1,1
12.84101729,0,66,53,69,37,1,0,0,0,4
12.93872885,0.02875148,60,54,70,38,0,1,0,0,0
12.9523806999999,0.07866578,56,52,67,36,0,1,0,0,0
13.03439035,0.07587647,49,55,72,38,1,0,0,0,0
13.07200107,0.01247682,42,60,72,48,1,0,0,0,0
12.90712374,0.04907234,49,58,74,42,1,0,0,0,0
12.91408717,0,52,58,75,41,1,0,0,0,4
12.9852246,0.00336897,50,60,77,43,0,0,0,1,1
13.02693254,0.06738097,55,62,79,44,1,0,0,0,0
12.94839203,0.01826356,52,62,75,48,0,0,0,1,1
12.99720159,0.05282027,44,56,70,43,1,0,0,0,0
12.86417867,0.0465294,50,54,70,38,1,0,0,0,0
12.96104407,0.01864605,49,56,75,38,0,0,0,1,1
12.93676857,0.06102551,52,60,78,41,0,0,1,0,0
12.95695832,0.0194797,44,64,83,44,0,1,0,0,2
12.89340371,0.10570593,34,66,84,49,1,0,0,0,0
13.03069911,0.09900019,37,69,86,52,1,0,0,0,0
12.89716227,0.12391758,48,71,86,56,0,1,0,0,2
12.74750644,0.12901658,50,73,86,60,0,0,0,1,1
12.85481249,0.11282027,63,69,83,55,1,0,0,0,0
12.87013499,0.18662518,59,66,82,51,0,0,1,0,0
13.08582441,0.23918184,54,66,82,49,0,0,0,1,1
12.96311144,0.33049059,54,66,83,50,1,0,0,0,0
13.02405451,0.24041515,42,70,82,57,0,0,1,0,0
12.97485116,0.26403505,45,70,86,54,1,0,0,0,0
12.87168839,0.26012968,52,66,83,50,0,1,0,0,2
12.93402201,0.18557506,58,68,86,50,1,0,0,0,0
12.86753912,0.11350465,55,69,82,56,0,1,0,0,2
12.98983181,0.056974,70,66,78,53,1,0,0,0,0
12.88029667,0.05644725,84,61,68,54,0,0,0,1,1
12.95622996,0.0245367,96,61,65,57,0,1,0,0,0
12.76719828,0.03560431,80,65,75,55,0,1,0,0,4
12.70798279,0.00838913,77,64,74,53,0,1,0,0,4
12.75417383,0.00555195,79,60,70,50,0,0,0,1,1
13.01371524,0.02632397,55,60,73,46,0,0,1,0,0
12.98190986,0.12563133,60,62,74,51,1,0,0,0,0
13.00465851,0.15090981,64,62,75,48,0,1,0,0,0
12.82337642,0.1187326,59,62,75,50,0,1,0,0,2
12.99820092,0.16673376,56,64,77,51,0,0,1,0,0
12.94045997,0.26696685,51,68,82,54,1,0,0,0,0
13.02150739,0.29363447,52,66,81,50,0,0,0,1,1
12.98448646,0.25212555,45,68,85,50,0,1,0,0,2
12.87283041,0.22984271,43,72,83,60,1,0,0,0,0
13.00777073,0.21110457,42,70,83,58,1,0,0,0,0
13.11024431,0.29174965,54,67,74,60,0,1,0,0,2
12.89428423,0.31280365,66,66,77,56,0,1,0,0,0
12.85346141,0.36913268,55,68,82,54,1,0,0,0,0
12.93420434,0.33878369,42,73,87,59,0,1,0,0,2
12.89796921,0.28972381,62,70,81,60,0,0,0,1,1
12.96352134,0.23356094,72,65,76,55,1,0,0,0,0
12.91026934,0.14711714,63,62,74,50,0,1,0,0,0
13.0031383,0.22369799,52,64,77,50,0,0,0,1,1
12.93738193,0.32011546,40,66,81,51,0,0,0,1,2
12.86783555,0.28529431,35,68,81,56,1,0,0,0,0
12.70553365,0.27336061,37,68,81,54,0,1,0,0,4
13.03339121,0.22370039,40,66,83,49,0,0,0,1,2
12.97662268,0.17885455,38,68,86,50,0,0,0,1,2
12.90725976,0.18323153,31,74,87,61,1,0,0,0,0
12.88964479,0.18844241,36,72,86,59,1,0,0,0,0
12.7789379,0.15569831,52,74,85,63,1,0,0,0,4
